,artist,track,energy,valence,preview_url
2409,Dolores Keane,Dangerous Dance,100.0,200.0,https://p.scdn.co/mp3-preview/6d9497c3958bc8f48a8b1cec8d98be06fe25403e?cid=783e5bc2e5034e4daea6385e965c1e1f
2410,Keb' Mo',I Am Your Mother Too,250.0,70.0,https://p.scdn.co/mp3-preview/4ba9c19b33b841227b76c54d13cffefbd7c56060?cid=783e5bc2e5034e4daea6385e965c1e1f
2411,George Lopez,Dogs For Anxiety,930.0,40.0,https://p.scdn.co/mp3-preview/17f0a1fbbcb5b26fdee31c8046059a153e637e3e?cid=783e5bc2e5034e4daea6385e965c1e1f
2412,Opiate For The Masses,21st Century Time Bomb,940.0,360.0,https://p.scdn.co/mp3-preview/0659f916d1780619b8f208da044c58ea7b3bb592?cid=783e5bc2e5034e4daea6385e965c1e1f
2414,Bow Wow Wow,C30 C60 C90 Go,690.0,580.0,https://p.scdn.co/mp3-preview/eaebf2a7ac4cf5510bc3619a1610b6d615004c65?cid=783e5bc2e5034e4daea6385e965c1e1f
2415,Pascal Obispo,La machine,700.0,440.0,https://p.scdn.co/mp3-preview/60baaa96c18472fe4f071eb31489711978cbb407?cid=783e5bc2e5034e4daea6385e965c1e1f
2416,Les Brown,Harlem Nocturne,200.0,280.0,https://p.scdn.co/mp3-preview/82bea1bd34a11271ca04c56facc4fbe7c66e5b06?cid=783e5bc2e5034e4daea6385e965c1e1f
2418,Barbara Jones,Moonlight Lover,670.0,830.0,https://p.scdn.co/mp3-preview/f5e17489e02d991a1659df407f94772bb4f3c2d4?cid=783e5bc2e5034e4daea6385e965c1e1f
2420,Forensics,Crappy Shop - 50 Cent Diss Track,490.0,420.0,https://p.scdn.co/mp3-preview/6cec9cea8c86e1eb0ab17dafc9ff2fe58d2b2701?cid=783e5bc2e5034e4daea6385e965c1e1f
2422,Amoral,Metamorphosis,940.0,340.0,https://p.scdn.co/mp3-preview/01793e241d9af8ed138081aed693fb6908bc6a99?cid=783e5bc2e5034e4daea6385e965c1e1f
2423,Tony Martin,Ebb Tide,70.0,160.0,https://p.scdn.co/mp3-preview/cc779bc1660ab8ed1c5091120f1c130bd33b862d?cid=783e5bc2e5034e4daea6385e965c1e1f
2424,Kool Moe Dee,Way Way Back,980.0,290.0,https://p.scdn.co/mp3-preview/6157f4e93c8bdbdee0740b372504d49b5fb48f7c?cid=783e5bc2e5034e4daea6385e965c1e1f
2425,Various Artists,Spanish Fly,740.0,280.0,https://p.scdn.co/mp3-preview/780221650dd31ed53ce226c2219e1f9d17785723?cid=783e5bc2e5034e4daea6385e965c1e1f
2426,DJ Nasty,Southern Fried,900.0,550.0,https://p.scdn.co/mp3-preview/fde24faa0dcdf6d8e0b604a35f08187516bc039d?cid=783e5bc2e5034e4daea6385e965c1e1f
2427,Dusminguet,Africa,590.0,710.0,https://p.scdn.co/mp3-preview/bdd4d0e1b9f29e5cc21bfad7fa59af47c09309ae?cid=783e5bc2e5034e4daea6385e965c1e1f
2430,Tony Martin,Where in the World,360.0,170.0,https://p.scdn.co/mp3-preview/e963860bfd7c11e9b3cfe3d95877532f49813e15?cid=783e5bc2e5034e4daea6385e965c1e1f
2432,Miguel Gallardo,Dedicado,410.0,380.0,https://p.scdn.co/mp3-preview/d2d454475f551e0a781a336aadea65125638e5a7?cid=783e5bc2e5034e4daea6385e965c1e1f
2433,Dionne Warwick,Just One Of Those Things,240.0,90.0,https://p.scdn.co/mp3-preview/a11d7956bd2ebf9663fdf96ba1ea8cccb56b202b?cid=783e5bc2e5034e4daea6385e965c1e1f
2434,The Jackson Southernaires,Keep On Doing What I'm Doing,340.0,350.0,https://p.scdn.co/mp3-preview/b42c989006c64ef3a77185f8712c4df9afc88b8f?cid=783e5bc2e5034e4daea6385e965c1e1f
2435,Various Artists,To Your Arms Of Love (Acoustic),370.0,360.0,https://p.scdn.co/mp3-preview/2bf499430357792208901752622118f02cee8be7?cid=783e5bc2e5034e4daea6385e965c1e1f
2438,Bare Jr.,Tobacco Spit,620.0,260.0,https://p.scdn.co/mp3-preview/f1e6d338cd2825233983e82eb31387eb3013ffe2?cid=783e5bc2e5034e4daea6385e965c1e1f
2439,Various Artists,Twerk (feat. Yo Majesty) - Sub Focus Remix,970.0,200.0,https://p.scdn.co/mp3-preview/233702ad51329c81e3ea52f82566e1a73fb1bd16?cid=783e5bc2e5034e4daea6385e965c1e1f
2440,Jean-Jacques Goldman,Comme toi - Live En public 1986,370.0,120.0,https://p.scdn.co/mp3-preview/ce2accf89f3164c7d5577eb1c735b84717bfd746?cid=783e5bc2e5034e4daea6385e965c1e1f
2441,Estopa,Exiliado en el Lavabo,430.0,510.0,https://p.scdn.co/mp3-preview/c74e1fc09750bc89b580c4dbf50bb6b5e766a607?cid=783e5bc2e5034e4daea6385e965c1e1f
2442,Lee Michaels,Fell in Love Today,600.0,620.0,https://p.scdn.co/mp3-preview/37669b7c697bf51f422c8347709f503c9f1ecb4e?cid=783e5bc2e5034e4daea6385e965c1e1f
2444,Despina Vandi,Kalanta,910.0,310.0,https://p.scdn.co/mp3-preview/cc30a1915ea9c7c206b1c5685bba1fd3728d513d?cid=783e5bc2e5034e4daea6385e965c1e1f
2445,Frank Stokes,Nehi Mamma Blues,140.0,480.0,https://p.scdn.co/mp3-preview/756841c9527f645136a29fc6975c5c12383e09d7?cid=783e5bc2e5034e4daea6385e965c1e1f
2446,John Wesley Ryles,Living Again,210.0,390.0,https://p.scdn.co/mp3-preview/30eacfca415ac17e5325f7c782831df25c606bd5?cid=783e5bc2e5034e4daea6385e965c1e1f
2447,Bobby Broom,Where Is The Love?,330.0,370.0,https://p.scdn.co/mp3-preview/520a11da2165caa132e5e1edb473cba05c8526e9?cid=783e5bc2e5034e4daea6385e965c1e1f
2449,Alfredo Kraus,La Alegria del Batallon,430.0,320.0,https://p.scdn.co/mp3-preview/04a2dd7b77cf227cbeeca32a54ec9265abf861f4?cid=783e5bc2e5034e4daea6385e965c1e1f
2450,George Clinton,Rappin' About Rappin' (Uh-Uh-Uh),590.0,920.0,https://p.scdn.co/mp3-preview/3d77352d1dd9f89e3f23c0afac5aff7f7eb3587e?cid=783e5bc2e5034e4daea6385e965c1e1f
2451,Los Amigos Invisibles,Ultra-Funk,900.0,820.0,https://p.scdn.co/mp3-preview/74f588c0a846197db4e40b04dd0e1c7874a04335?cid=783e5bc2e5034e4daea6385e965c1e1f
2452,Moonspell,Sacred,770.0,240.0,https://p.scdn.co/mp3-preview/10ff176d941e0cfe507030f254b7e4a7663d79dc?cid=783e5bc2e5034e4daea6385e965c1e1f
2453,Vickie Winans,You Turn Me,870.0,850.0,https://p.scdn.co/mp3-preview/c473e5c3b84b5b9d62bff37ce88a0478e2d08165?cid=783e5bc2e5034e4daea6385e965c1e1f
2454,Frederic Galliano,Nomades monades,230.0,130.0,https://p.scdn.co/mp3-preview/80ab3ed523f660e78381bd726ba1c166e14ea23a?cid=783e5bc2e5034e4daea6385e965c1e1f
2455,Room 5,Hidden Sun,970.0,630.0,https://p.scdn.co/mp3-preview/ac75cd5d2bddc89dd523c7eeb8dab94f2208db75?cid=783e5bc2e5034e4daea6385e965c1e1f
2456,Lambda,Hold On Tight - Nalin & Kane Remix from 1997,760.0,90.0,https://p.scdn.co/mp3-preview/67ddb70e5417a46fa49f3559203c3f7adf33ea0b?cid=783e5bc2e5034e4daea6385e965c1e1f
2457,Statues,The Last Stand,960.0,700.0,https://p.scdn.co/mp3-preview/778bf06bdc365efba0b58448a017f722ea26dc11?cid=783e5bc2e5034e4daea6385e965c1e1f
2458,Al Denson,Rain Love,650.0,480.0,https://p.scdn.co/mp3-preview/e3a52502f4f803cc0d86a04b7d3b60cbc92d0b3c?cid=783e5bc2e5034e4daea6385e965c1e1f
2459,STRATA,"Trio (1932), Movement 3: Moderato",130.0,100.0,https://p.scdn.co/mp3-preview/3d9d0839b4c8e5c88830fa7becf8580e8ab8cdf1?cid=783e5bc2e5034e4daea6385e965c1e1f
2463,Frankie Negrón,Comerte a Besos - Bachata Version,640.0,880.0,https://p.scdn.co/mp3-preview/fd138f987fa08cb76a8f3107c464e002365ff7f3?cid=783e5bc2e5034e4daea6385e965c1e1f
2464,Seamus Egan,The Munster Cloak,150.0,450.0,https://p.scdn.co/mp3-preview/80fbd7c855913d5c73c833cbfc31d1c3003b6193?cid=783e5bc2e5034e4daea6385e965c1e1f
2465,Tiny Tim,Sweet and Lovely - Remastered,340.0,290.0,https://p.scdn.co/mp3-preview/b9bc68d1a9cbc6087bb1783c6e6dee481951c9df?cid=783e5bc2e5034e4daea6385e965c1e1f
2467,Los Van Van,Appapas Del Calabar,870.0,670.0,https://p.scdn.co/mp3-preview/9bb9a798c4acaf5d8a1a1d3e9a07497785d91fc1?cid=783e5bc2e5034e4daea6385e965c1e1f
2468,Viktor Krauss,Side Street,140.0,220.0,https://p.scdn.co/mp3-preview/aff347a017cf52a9c19bc87a341167614868dfa2?cid=783e5bc2e5034e4daea6385e965c1e1f
2469,Pescado Rabioso,Aguas Claras de Olimpos,270.0,160.0,https://p.scdn.co/mp3-preview/c3a445b57f04191c6d0996cbe95cd6ed069adff7?cid=783e5bc2e5034e4daea6385e965c1e1f
2470,Justin Timberlake,What Goes Around.../...Comes Around (Interlude),720.0,430.0,https://p.scdn.co/mp3-preview/f6f07bf44c8293d4ef5aa1bd76d0ef5ab8713775?cid=783e5bc2e5034e4daea6385e965c1e1f
2472,Plump DJs,Weighed Down,910.0,400.0,https://p.scdn.co/mp3-preview/281e5c99e367174e423788b4a65a5f95414a13a0?cid=783e5bc2e5034e4daea6385e965c1e1f
2473,Billy Bragg,This Guitar Says Sorry,860.0,720.0,https://p.scdn.co/mp3-preview/83370726f2c7793333056ea26a3128207aaec0e2?cid=783e5bc2e5034e4daea6385e965c1e1f
2474,Sugar Minott,Try Love,630.0,710.0,https://p.scdn.co/mp3-preview/e8795a56d89f86c63fc44678a9a3034712eb0fb8?cid=783e5bc2e5034e4daea6385e965c1e1f
2475,Bukka White,My Baby,340.0,840.0,https://p.scdn.co/mp3-preview/12a62de683764f9a22ff8340f0be813eb8035120?cid=783e5bc2e5034e4daea6385e965c1e1f
2476,White Willow,The Reach,310.0,40.0,https://p.scdn.co/mp3-preview/3413943d435e9453ec54409e8b636f6e7d4d7b10?cid=783e5bc2e5034e4daea6385e965c1e1f
2477,Bob Carlisle,I Will Shelter You,590.0,190.0,https://p.scdn.co/mp3-preview/c56621a3b1781dd91f5d88ae0fcbeeaff5f907f6?cid=783e5bc2e5034e4daea6385e965c1e1f
2478,Nerf Herder,Nervous Breakdown,970.0,380.0,https://p.scdn.co/mp3-preview/462832af6f133ee3988ffa3bd7aad5944a101552?cid=783e5bc2e5034e4daea6385e965c1e1f
2479,Moon Mullican,Mona Lisa,270.0,620.0,https://p.scdn.co/mp3-preview/46cc0c5af9aee8dc6f712b96cba1d643c95f832f?cid=783e5bc2e5034e4daea6385e965c1e1f
2480,2 minutos,1987,980.0,620.0,https://p.scdn.co/mp3-preview/4305048371ab1f5d406656a7c5c632c4b2e19831?cid=783e5bc2e5034e4daea6385e965c1e1f
2481,Santana,Persuasion,750.0,560.0,https://p.scdn.co/mp3-preview/669d76cc3b42e79b134302488622941ec09e172a?cid=783e5bc2e5034e4daea6385e965c1e1f
2482,D.L.G.,Sin Poderte Hablar,680.0,780.0,https://p.scdn.co/mp3-preview/fdff7659301a5835033622cd32c96ca379c26328?cid=783e5bc2e5034e4daea6385e965c1e1f
2483,Hot Chip,No God,720.0,280.0,https://p.scdn.co/mp3-preview/637559c8816342ce2d0bd9d8e32d7b493566802e?cid=783e5bc2e5034e4daea6385e965c1e1f
2484,Behemoth,He Who Breeds Pestilence,990.0,50.0,https://p.scdn.co/mp3-preview/94d10beef7186d436d471acd0d5323a455bafe15?cid=783e5bc2e5034e4daea6385e965c1e1f
2485,Sylver,Sympathy,780.0,450.0,https://p.scdn.co/mp3-preview/66dcbc9dbb8ee48fc4bf00eec65ab6ca7052e47e?cid=783e5bc2e5034e4daea6385e965c1e1f
2486,Various Artists,Rendez-vous,640.0,450.0,https://p.scdn.co/mp3-preview/2f6b77f2e8875d9db99d5dd46751c76415f5e49c?cid=783e5bc2e5034e4daea6385e965c1e1f
2488,Tito Puente,"Carnival (from ""Black Orpheus"") - from ""Black Orpheus""",300.0,610.0,https://p.scdn.co/mp3-preview/447de9adc0c298a858fbfe934c209c1acd6a43a6?cid=783e5bc2e5034e4daea6385e965c1e1f
2489,Shakira,Poem to a Horse,880.0,700.0,https://p.scdn.co/mp3-preview/d6e5a567e639f67328a6f6c0d6c8347977e4964b?cid=783e5bc2e5034e4daea6385e965c1e1f
2490,JK,You Make Me Feel Good - Radio Mix,610.0,950.0,https://p.scdn.co/mp3-preview/f91dae938d826734133e84e2d68b1b978e69d17c?cid=783e5bc2e5034e4daea6385e965c1e1f
2492,Various Artists,Anybody Would Want to Touch You,220.0,320.0,https://p.scdn.co/mp3-preview/0814dc6199a4a6079d0854fd9dba9287bb61e111?cid=783e5bc2e5034e4daea6385e965c1e1f
2493,Taking Dawn,Black Diamond,910.0,130.0,https://p.scdn.co/mp3-preview/3b1819d513c914e9192ebbf191aeb78e8015eaa8?cid=783e5bc2e5034e4daea6385e965c1e1f
2494,Royal S,Personne Stop - Feat. Nixon,560.0,640.0,https://p.scdn.co/mp3-preview/c0345e545192dc28f810433fd4603e0a3877a0a5?cid=783e5bc2e5034e4daea6385e965c1e1f
2497,Kurupt,Girls All Pause,620.0,740.0,https://p.scdn.co/mp3-preview/dbde47db2c49f442f357374d0b777684ec430e5e?cid=783e5bc2e5034e4daea6385e965c1e1f
2500,Piero Umiliani,Questo sporco mondo meraviglioso - String and Chorus Version,600.0,280.0,https://p.scdn.co/mp3-preview/ba0a1789f787e3a243c6580ca2ffaaa9c59c0eef?cid=783e5bc2e5034e4daea6385e965c1e1f
2503,Mikey Dread,Have You Got a Minute to Spare,620.0,910.0,https://p.scdn.co/mp3-preview/7e2c0e63eaa6600bbfb201f43b31fc7c4651318a?cid=783e5bc2e5034e4daea6385e965c1e1f
2504,Bukue One,Up Close And Personal,700.0,740.0,https://p.scdn.co/mp3-preview/411482e88fe13814863dab09e3bfec8c643241ac?cid=783e5bc2e5034e4daea6385e965c1e1f
2505,LPG Radio,Ooh Baby (feat. Lil Bandit & Royal T),460.0,770.0,https://p.scdn.co/mp3-preview/80799844c88216100893d6584b63266da38eedc9?cid=783e5bc2e5034e4daea6385e965c1e1f
2506,Nerf Herder,Pantera Fans In Love,860.0,760.0,https://p.scdn.co/mp3-preview/d6d1b8a57ece55575e51986f174af47cf23d5749?cid=783e5bc2e5034e4daea6385e965c1e1f
2507,Eyes Set To Kill,Liar in the Glass,920.0,410.0,https://p.scdn.co/mp3-preview/14744129d7b7e47866160817f8e4e12c0eb04002?cid=783e5bc2e5034e4daea6385e965c1e1f
2508,Snowgoons,Platoon Goons,900.0,440.0,https://p.scdn.co/mp3-preview/cf046466fef76c159cec962d62fe41ba6c7320d4?cid=783e5bc2e5034e4daea6385e965c1e1f
2509,Kol Simcha,Nigun,90.0,620.0,https://p.scdn.co/mp3-preview/76cd99b0d1c8a6c38e50ba1cb3f897491b1bd4cf?cid=783e5bc2e5034e4daea6385e965c1e1f
2510,The Refreshments,Lana Lee,970.0,890.0,https://p.scdn.co/mp3-preview/1286fec65387c74ac36cbe59fd1d15ef4e0c8d45?cid=783e5bc2e5034e4daea6385e965c1e1f
2512,Phil Collins,Two Hearts - 2016 Remaster,910.0,730.0,https://p.scdn.co/mp3-preview/b74b1ad0a492892dfeea59d70aa4fde553b401de?cid=783e5bc2e5034e4daea6385e965c1e1f
2513,Jean Carignan,Bank,500.0,920.0,https://p.scdn.co/mp3-preview/9e68b5dc76e44d5cb67183b9bd565ec22b14adc6?cid=783e5bc2e5034e4daea6385e965c1e1f
2514,The Dylans,I Hope the Weather Stays Fine (Remix),420.0,550.0,https://p.scdn.co/mp3-preview/9fce5cdebbf2fc3f356a37af29c0375635fd35d8?cid=783e5bc2e5034e4daea6385e965c1e1f
2515,Jim Reeves,Mexican Joe,330.0,950.0,https://p.scdn.co/mp3-preview/d9e6e9b487862a8b1c637c98ae494b2342bded43?cid=783e5bc2e5034e4daea6385e965c1e1f
2516,John Mayer,"Who Did You Think I Was - Live at the Nokia Theatre, Los Angeles, CA - December 2007",950.0,440.0,https://p.scdn.co/mp3-preview/674f0cc7725f53b3d721668c38e521b64f927ef8?cid=783e5bc2e5034e4daea6385e965c1e1f
2517,Floyd Cramer,Stood Up,290.0,640.0,https://p.scdn.co/mp3-preview/9b26b5f74ffed1134ac5a1831f9d60835f9dd2a4?cid=783e5bc2e5034e4daea6385e965c1e1f
2518,Craig Wedren,Alone in Love,200.0,80.0,https://p.scdn.co/mp3-preview/7d41066dd96a779297634d9cf8a927012088e174?cid=783e5bc2e5034e4daea6385e965c1e1f
2520,David Hudson & Friends,Didgeralia,450.0,290.0,https://p.scdn.co/mp3-preview/35bc91779dc93f5b45ee4486cb357fd084bd6180?cid=783e5bc2e5034e4daea6385e965c1e1f
2522,Nybbl,Such Grand Ideas,650.0,180.0,https://p.scdn.co/mp3-preview/a1f0ca1305e64f7dd95264d54efbc0363d2358c4?cid=783e5bc2e5034e4daea6385e965c1e1f
2523,Roy Rogers,Ride Ranger Ride,80.0,700.0,https://p.scdn.co/mp3-preview/c97f7417333f7b118e5f8d4aaf263bb2e12ba6ad?cid=783e5bc2e5034e4daea6385e965c1e1f
2524,Nightfall,Death Of Neira,910.0,360.0,https://p.scdn.co/mp3-preview/d8819f600e473faad5bdce88e03557ef3bd2962b?cid=783e5bc2e5034e4daea6385e965c1e1f
2527,Grupo Abracadabra,Quieres Ver Llorar Otra Vez A Mi Corazón,580.0,200.0,https://p.scdn.co/mp3-preview/a454b43747651a5cd2e857d8df87b5c8b311c268?cid=783e5bc2e5034e4daea6385e965c1e1f
2528,Various Artists,Endless Ocean,600.0,510.0,https://p.scdn.co/mp3-preview/4140ecc38440ec246ef753ef9b361863a3fd0aee?cid=783e5bc2e5034e4daea6385e965c1e1f
2529,Epitaph,Dancing With Ghosts,770.0,210.0,https://p.scdn.co/mp3-preview/b419bb3cae294954b5368cb867db3a2eeedf6db2?cid=783e5bc2e5034e4daea6385e965c1e1f
2530,BT,Every Other Way (feat. JES) - Armin Van Buuren Remix,650.0,420.0,https://p.scdn.co/mp3-preview/87e4e4cd49df5051a42a67f678e6727b88ce8453?cid=783e5bc2e5034e4daea6385e965c1e1f
2531,Arika Kane,Here with Me,620.0,340.0,https://p.scdn.co/mp3-preview/dcfba748719474e2cc8657f0418900665f639de6?cid=783e5bc2e5034e4daea6385e965c1e1f
2532,Various Artists,Air On A Six String,170.0,160.0,https://p.scdn.co/mp3-preview/e4d9e1a3b7302abda7712622d758edcea6c17f37?cid=783e5bc2e5034e4daea6385e965c1e1f
2533,Agnostic Front,No One Hears You,930.0,700.0,https://p.scdn.co/mp3-preview/25ca40ff95b7f9682a8f9f70780d3628fdb2eb9f?cid=783e5bc2e5034e4daea6385e965c1e1f
2534,Dixie Chicks,Lullaby,200.0,320.0,https://p.scdn.co/mp3-preview/500e0d0b2443d41d320875f6d4423eb9482a1746?cid=783e5bc2e5034e4daea6385e965c1e1f
2535,Lizzy Borden,Generation Aliens,1000.0,100.0,https://p.scdn.co/mp3-preview/9d05d97cf68ead5c6f0b2e72c26440e89a453feb?cid=783e5bc2e5034e4daea6385e965c1e1f
2536,Funeral For A Friend,Building,170.0,300.0,https://p.scdn.co/mp3-preview/4e90efb3c3d8450b8972ee0ad80b2a879b0e83ba?cid=783e5bc2e5034e4daea6385e965c1e1f
2537,Delbert McClinton,He Will Break Your Heart,680.0,970.0,https://p.scdn.co/mp3-preview/9829de782e44f8674ba834f01ca86e67b3f4fea2?cid=783e5bc2e5034e4daea6385e965c1e1f
2538,The Crystal Method,Realizer,760.0,440.0,https://p.scdn.co/mp3-preview/91efe901af8cb8bc4219e4a433ad2f83de5a24f9?cid=783e5bc2e5034e4daea6385e965c1e1f
2539,Kate Clinton,The Urge to Merge,510.0,600.0,https://p.scdn.co/mp3-preview/7948053bc438d68057e1ccdb6f1b7b04f4ddfaab?cid=783e5bc2e5034e4daea6385e965c1e1f
2540,Nirvana,School - Remastered,960.0,100.0,https://p.scdn.co/mp3-preview/8d471538aa67783b92ba48936063806ce0dc75e1?cid=783e5bc2e5034e4daea6385e965c1e1f
2541,Beenie Man,Once a Year,690.0,740.0,https://p.scdn.co/mp3-preview/733cd540a20d5563a1e48b4191ef179de93035c4?cid=783e5bc2e5034e4daea6385e965c1e1f
2542,Bongzilla,666lb. Bongsession,780.0,170.0,https://p.scdn.co/mp3-preview/4294a4f954b529758f98b3efb1fad60c94281162?cid=783e5bc2e5034e4daea6385e965c1e1f
2544,Vusi Mahlasela,Our Sand,660.0,560.0,https://p.scdn.co/mp3-preview/b62ba64e192bfcf9a1ee6a70ee1796bdab44b65b?cid=783e5bc2e5034e4daea6385e965c1e1f
2545,Alex King,What If I,550.0,880.0,https://p.scdn.co/mp3-preview/686a55894aabb16d468eacf46d805e91b569da83?cid=783e5bc2e5034e4daea6385e965c1e1f
2546,MyKungFu,Hesitate,680.0,680.0,https://p.scdn.co/mp3-preview/580be9dad86d09679acbc63c07215a5427705575?cid=783e5bc2e5034e4daea6385e965c1e1f
2547,Liquid Soul,Dysfunction,640.0,550.0,https://p.scdn.co/mp3-preview/62efae31ec49e76160d4524087abba50e32fa373?cid=783e5bc2e5034e4daea6385e965c1e1f
2548,Aaron Watson,Sweet Contradiction,680.0,670.0,https://p.scdn.co/mp3-preview/c77f8e78f542dee80bfbebd4c9913f6f36a43570?cid=783e5bc2e5034e4daea6385e965c1e1f
2549,Sin Plomo,Why Can't We Live Together - Plomo Mix,650.0,520.0,https://p.scdn.co/mp3-preview/5a9cbab703c7e122509ba7af4388587631a29e0a?cid=783e5bc2e5034e4daea6385e965c1e1f
2550,Dax Riggs,Night Is the Notion,700.0,260.0,https://p.scdn.co/mp3-preview/1c075e8c1cd070c4498515ddd53f7f41eede5b5c?cid=783e5bc2e5034e4daea6385e965c1e1f
2551,Various Artists,Aunque Tu Mami No Quiera,520.0,840.0,https://p.scdn.co/mp3-preview/a174f31392f1f600d84bebffa15c77445231909e?cid=783e5bc2e5034e4daea6385e965c1e1f
2552,The Bruisers,Police Opression,970.0,450.0,https://p.scdn.co/mp3-preview/3c08c4ee6cf01bd09c4c8f23a033d64574c137a2?cid=783e5bc2e5034e4daea6385e965c1e1f
2553,Warner Mack,How Long Will It Take,370.0,700.0,https://p.scdn.co/mp3-preview/a0600aa45a580623e98a9a9d89cf9797851174eb?cid=783e5bc2e5034e4daea6385e965c1e1f
2555,Leroy Hutson,Ella Weez,640.0,880.0,https://p.scdn.co/mp3-preview/25f912245f733260be9da5c2da67affbc4f75c22?cid=783e5bc2e5034e4daea6385e965c1e1f
2556,Roj,The Process Revealed,520.0,340.0,https://p.scdn.co/mp3-preview/e0084fc26bcdfb2050a01fbf1fd1eca5e7e6fd9d?cid=783e5bc2e5034e4daea6385e965c1e1f
2557,Wyclef Jean,Something About Mary,660.0,620.0,https://p.scdn.co/mp3-preview/29be5c5a3277c4c3cb885bac7b0267332bf3957f?cid=783e5bc2e5034e4daea6385e965c1e1f
2558,Singing Melody,I Never Know,630.0,810.0,https://p.scdn.co/mp3-preview/3537a79796171f24516e3c1576fe28730ed9a202?cid=783e5bc2e5034e4daea6385e965c1e1f
2559,Bob Neuwirth,Turn It Around,580.0,760.0,https://p.scdn.co/mp3-preview/4cf15213f84c49ecdf5143784778d434a3b43ed7?cid=783e5bc2e5034e4daea6385e965c1e1f
2560,Ben E. King,Love Is Gonna Get You,840.0,840.0,https://p.scdn.co/mp3-preview/ed8ac4a553f74cb25da30ff785af6dd54e2ef08b?cid=783e5bc2e5034e4daea6385e965c1e1f
2561,Jeanne Robertson,Mumbling or hearing loss?,670.0,480.0,https://p.scdn.co/mp3-preview/ac7e3a27b031a3fa5ef6a0a0724b6b744458f4c8?cid=783e5bc2e5034e4daea6385e965c1e1f
2562,9th Wonder,Saved,910.0,720.0,https://p.scdn.co/mp3-preview/edc6d94411ad312d0824c53c064f3f5f2b03bec2?cid=783e5bc2e5034e4daea6385e965c1e1f
2563,Dolly Parton,Light of a Clear Blue Morning,620.0,440.0,https://p.scdn.co/mp3-preview/3054c9873c81802b76a5cb4ac5b2eb53a333c7ac?cid=783e5bc2e5034e4daea6385e965c1e1f
2564,Lockwood,Meat Parade,950.0,210.0,https://p.scdn.co/mp3-preview/640951a017dd1549a2d98b70a7ef7558d054b2ac?cid=783e5bc2e5034e4daea6385e965c1e1f
2567,Fenton Robinson,Somebody Loan Me A Dime,580.0,810.0,https://p.scdn.co/mp3-preview/5090d5f151b5b30c42c2675b787079b62a00377d?cid=783e5bc2e5034e4daea6385e965c1e1f
2570,Various Artists,Se Acabo el Carbon,270.0,560.0,https://p.scdn.co/mp3-preview/817271760fae50e411b1aa9e3275a04dc45863c5?cid=783e5bc2e5034e4daea6385e965c1e1f
2573,Esser,Headlock,830.0,740.0,https://p.scdn.co/mp3-preview/47396df6d92497f8a84a79b23470ff9a930d2269?cid=783e5bc2e5034e4daea6385e965c1e1f
2574,Black Debbath,Where to Piss and Shit in Oslo,890.0,600.0,https://p.scdn.co/mp3-preview/367c26f4794c4693e4de35431619e9a2ef2aa0f2?cid=783e5bc2e5034e4daea6385e965c1e1f
2575,Helen Love,Shifty Disco Girl,720.0,650.0,https://p.scdn.co/mp3-preview/8b5ee41f409ff3aeb0bda61b1ed8e20afc997d60?cid=783e5bc2e5034e4daea6385e965c1e1f
2576,Various Artists,Missing (feat. Paula B) [Olivier Berger Mix],630.0,300.0,https://p.scdn.co/mp3-preview/ce5f88c1d45d657c2518f7d5b57271eb516bcf72?cid=783e5bc2e5034e4daea6385e965c1e1f
2578,Suzi Quatro,Kids of Tragedy,480.0,510.0,https://p.scdn.co/mp3-preview/a3fe3c881edc887b3aa9e4e2526ec1e4c7e9d4f7?cid=783e5bc2e5034e4daea6385e965c1e1f
2579,Phil Collins,I Cannot Believe It's True - 2016 Remaster,920.0,740.0,https://p.scdn.co/mp3-preview/42bf8b767d61dad27d0c6dda32c515e458558367?cid=783e5bc2e5034e4daea6385e965c1e1f
2580,Big Joe Turner,Chains of Love (with Van Piano Man Walls Orchestra),420.0,500.0,https://p.scdn.co/mp3-preview/d66e2f3a745fcd8d41cd4509ac219ce006a4302f?cid=783e5bc2e5034e4daea6385e965c1e1f
2581,Eddie Cantor,When My Ship Comes In,150.0,410.0,https://p.scdn.co/mp3-preview/31dfc8203a25352995e9a62f9599014970d5f4f0?cid=783e5bc2e5034e4daea6385e965c1e1f
2582,K.T. Oslin,Come Next Monday,520.0,840.0,https://p.scdn.co/mp3-preview/7b365394cec912fde6a6b124995045ad19ddcafb?cid=783e5bc2e5034e4daea6385e965c1e1f
2583,Brian Justin Crum,Show Me Love,160.0,360.0,https://p.scdn.co/mp3-preview/5dad1a72f88bc2407072d10bff3fd38fb84a55b5?cid=783e5bc2e5034e4daea6385e965c1e1f
2584,Falco,Brillantin' Brutal',470.0,980.0,https://p.scdn.co/mp3-preview/c03cb45349b552b2a158d6bf71279073c0160c4d?cid=783e5bc2e5034e4daea6385e965c1e1f
2585,Der Moderne Man,Gib mir den Tod - Live,790.0,540.0,https://p.scdn.co/mp3-preview/abd15c28b5f3a3565231169e6a073bbc7faf4aba?cid=783e5bc2e5034e4daea6385e965c1e1f
2587,Chalk Farm,Lillie Anne,680.0,530.0,https://p.scdn.co/mp3-preview/4fe0256dff12496386737ea1904dd6b3483cea9f?cid=783e5bc2e5034e4daea6385e965c1e1f
